Q9FHH5	GDU3
Q5ZJX5	MEAK7
Q9DG68	RPLP0
Q8RYC8	ARF19
Q6AYG3	Prune1
Q7TPH6	Mycbp2
Q8LAP8	DOF4.6
B1WQT8	rplM
Q9LHA7	PER31
O02008	tra2
Q8RXF1	At1g14650
Q28314	NOS2
Q9MAU6	PDIL2-2
Q42368	PPDK2
B0F481	BIO3-BIO1
Q0P5W1	Vps8
Q948J9	LIP2P
Q94CD5	ATG7
Q8GWA7	MCD1
P42522	myoC
H1AE12	EGC1
Q9SYU4	PEX10
O82485	OPT7
Q55694	mnmG
P27323	HSP90-1
P32598	GLC7
Q0JDC6	CIN3
Q0HA38	Ttc21b
Q3E6T0	At5g25400
A0R5E1	cspA
Q9LK57	At3g13160
Q5R8V9	ZC3HC1
C0LGD6	At1g05700
Q9SUR9	SGT1A
Q8L850	PIP5K9
B2FL97	kynU
F4IAT2	THO2
Q93Z04	PMR6
O04955	GR1
Q8NEZ3	WDR19
Q9Z3S2	zwf
P04801	THS1
Q873E8	gtr-1
O94666	rpc1
P48855	RPS14
P48962	Slc25a4
Q9SJ84	FIM4
Q5TYW6	rsph9
Q9M8W9	At3g04130
P40343	VPS27
Q6DKP5	WDR13
Q4UKI8	sucA
P39207	NDK1
Q875S9	AKR1
Q9LNP2	PCMP-E72
E9QG68	usp45
P0CH09	RPL40B
Q6RCE1	IFT74
Q9NEZ7	bbs-1
Q851W1	SLY1
Q9SUC0	At4g20930
G5EFJ9	unc-103
A9KQ51	argH
A0A1W6QDI6	TPS6
P22131	ACTA
A0MFS5	At4g01037
Q555C6	vps13B
Q921F4	Hnrnpll
Q07598	SCP2
P0C042	At4g15970
Q86IX1	dst1
Q7UI46	nrdJ
P40984	hus5
Q9LEV3	CBSX3
Q9N0V7	CBS
Q6ZIX2	Smt1-1
Q9LKU8	At5g28460
L7WRR4	notK'
Q29350	U2AF1
Q8GTS2	BZIP23
Q5WZC5	rimK
Q556G4	dohh-1
Q556G4	dohh-2
Q0D9C7	CYCB2-2
Q6DCQ6	vwa2
O60100	kap123
Q8GUU3	CPSF73-II
Q5ZLC9	GOLGA7
Q9C8Y3	RGL1
Q769F9	empA
Q55CD9	DDB_G0270104
Q195N6	PDRP1
Q0WRY5	PBL7
Q0J3D9	Os09g0127800
Q8VZJ7	P4H9
O51401	fba
Q10SU5	DRM2
P45951	ARP
Q5UPX0	MIMI_R290
O59936	RPS12
P17244	GAPDH
Q943E7	HSP16.9C
Q8T135	kif5
Q9USK1	SPCC4B3.11c
Q93VR3	At5g28840
A7WM73	HEXO1
Q6A5X5	pgi
C0QYF1	guaA
Q94CF0	EHD1
Q9LIC2	TMN7
Q54H45	drkB
O01358	rpl-27a
Q04619	HSP90AB1
Q6Q1P4	SMC1
O55029	Copb2
O22765	TRPA1
Q0IHV9	ddx6
Q9LDU6	DWF5
P53393	ST3
Q10PC5	TTA
Q9M9E7	UGT85A4
A2CIR7	NPR5
O74935	POX2
Q9FZI8	LCAT1
Q8VHE6	Dnah5
Q8GXG1	At3g16150
A2C1Y1	gatA
P50867	cysB
Q9SSM2	At1g73050
Q2QNG7	ACLA-3
P11369	Pol
Q940G0	TMN1
Q9XI60	LPP2
Q9SM23	ACBP1
B9DFG5	PTI13
O50017	PARP2
Q4QQU1	Bud13
Q6WZ17	NGB
Q9LIE7	PCMP-E95
Q9FMM3	EXA1
P16067	Npr2
A1U2S9	acsA
Q9M427	UBP1
Q9LM76	PUB44
Q6NQ51	RRT4
F4IP69	MIP3
Q5QA74	rpoA
Q9QZM6	Slc24a1
Q51342	purF
Q54GX7	act10
Q9MAQ0	GBSS1
B9DG24	TAF7
P9WPM7	cyp136
Q6NQ81	At4g04790
Q2LZZ7	trc
Q0JLC5	ABCG36
P63170	Dynll1
Q54E04	vatM
P49696	vars1
Q2HJN6	eft-3
Q3E936	MAKR1
P20228	Gad1
P46595	ubc4
Q9LSS5	ICR3
C0LGH2	At1g56130
D3ZKV9	Mss51
Q8W4D6	HCF173
P70191	Traf5
Q7XLC6	HAK11
O22145	GCP1
P41561	icd2
Q8VI02	Ppp4r1
Q75QI0	CFDP1
P04897	Gnai2
Q9FGG3	At5g64700
Q9ZQ98	UGT73C2
P70032	plk1
Q568K5	naa40
Q12955	ANK3
O16110	AAEL000291
Q5VYK3	ECPAS
O04904	PYR4
Q5PQA5	isoc1
Q6P2M8	PNCK
Q76NU3	cct6
Q9SVG9	CML42
Q9LFV5	At5g15710
Q8RY66	At4g25835
Q54UH8	serA
Q9FNX5	DRP1E
Q6DBP3	At5g05820
Q922Q2	Riok1
P23128	me31B
Q9TM69	psbA
Q9MBF8	DHC10
Q90YS3	rps2
Q9M9E2	PCMP-H73
Q18026	flu-2
O08848	RO60
Q8VY07	EPSIN1
Q9SS60	PCMP-H23
O65418	APC4
Q851Q6	Os03g0799700
F4K5J1	XI-K
P27639	inf-1
Q9M1B4	SSL13
P37193	Fdx1
O22922	U2B''
B7VQ28	betB
Q709C8	VPS13C
Q5FC79	sfxn-5
F4J8C6	VIP1
Q8H1F6	DGP3
Q8S944	DRP3A
Q9SH76	AHA6
Q9FJY7	PCMP-H61
Q69DB9	asf1aa
Q60EW9	FTIP7
Q9XIN0	LHW
E7F6H7	dync1i2a
D0ZSY8	rseA
Q6ZKV8	BIO3-BIO1
Q9M084	IBI1
A2BIG9	naa38
O16000	unc-64
O89079	Cope
A8IKD2	AZC_3892
O04278	GPA1
P42735	At4g19070
P68173	SAHH
Q91VU6	Dcaf11
Q5M7N8	cars1
O26824	pan
P0CX36	RPS4B
Q7Z2Z2	EFL1
Q9LRR9	GLO1
Q54VU7	metap1d
Q9FKG5	PUB51
O04425	FCA
Q9ZR72	ABCB1
A2ZX50	3
A2ZX50	NAP1
Q9Z9N7	bsaA
Q9CAR3	CBSCBS2
P93290	At2g07729
P93290	AtMg00240
Q502K3	ankrd52
D0NKK0	PITG_12454
Q84JU6	HOS1
O22784	PDLP3
Q14692	BMS1
B8BB68	BAK1
P45455	rpe
Q9FYK0	TMK2
O22149	PME17
Q9LTW4	NANA
Q6X4A2	CIPK31
Q9V3G1	RpL8
Q9FN67	At5g41330
A0A2H5AIW0	PAL1
Q5BIM9	GPR89
Q9LII8	KLCR2
Q9LHS0	At5g35200
Q06721	rca
Q8VYN6	PFK5
Q6RUV5	Rac1
P26300	PGH1
F4J7T2	EAF1B
P55037	gltB
Q9FF61	At5g05130
Q6PEY2	TUBA3E
D3J163	VPYL
Q6CSV3	PAB1
Q9SPE5	GSNAP
P56099	HIS5
O74810	ubc1
P18152	FTL_0420
Q9FME2	NTF2
Q3MHW0	SERGEF
Q00519	Xdh
Q6AYK6	Cacybp
Q9FLW9	PKP2
F4IB81	LYK3
Q5R7A7	SGK3
Q8VY01	SCPL46
Q54U31	shkD
Q9SLG0	NFYB1
O82239	RFI2
Q9ESF1	Otof
Q6JN46	EIX2
Q9D845	Tex9
Q5R882	EMC2
P10394	POL
O65451	At4g22030
A5A7I7	CPK4
C0LGU0	PRK1
Q9M2U3	At3g55350
Q9C5D3	HIPP07
F4KFV7	At5g39840
A3BFT0	KIN14N
Q1GKS4	dnaJ
Q86HT3	DDB_G0274439
O80449	JOX4
Q9ZPQ3	GEK1
P15288	pepD
Q84K11	PP5
P54894	argC2
P55168	CCNC
Q6YXY2	Os02g0137500
P25387	GBLP
I3PB36	CNL
Q8DJ40	clpB1
B8ELF8	rplV
P0CM86	COX19
Q0AYV2	mtaD
Q943F3	RPL18A
P25323	mlkA
B1H3C9	ddost
Q52KW8	rcc2
O80462	XLG1
Q9C9C0	SPPA
D3ZA12	Chd6
Q33375	MT-CO1
Q852Q2	OSK1
Q9VP22	Cdk12
Q93ZW0	G6PD4
Q54ER7	cct7
Q9LU64	FSD2
F4I839	PAE2
Q09996	lars-1
Q9AST1	TAF15
Q54F07	metK
F4HVA6	TAF6B
Q0VC92	MAGOHB
P46659	ccsA
P20054	pyr1-3
P62943	FKBP1A
Q8VYY5	NCRK
Q8RWI9	ABCG15
Q9SF86	PCRK1
Q9FLU1	BIN4
Q94AH6	CUL1
F4KF65	IMPA9
Q9Z2G6	Sel1l
P48150	rps-14
Q8RXR2	CLC-F
S4TDL2	TE2
P61759	Vbp1
P40944	xynA
O35454	Clcn6
Q9FZB8	At1g51810
E3PZR9	SAD3
Q9LZ72	KCS19
Q6F357	Os05g0574100
Q9S7X6	ACL5
Q84JZ8	TCX4
Q93ZV7	LA1
Q9LL84	LIG4
Q8C167	Prepl
Q38813	ATJ1
P55129	apxIA
Q9SR02	MED14
Q9LS80	RLP37
P39623	spsC
Q5XPI3	Rnf123
Q9CAN3	SCL28
Q9P2D7	DNAH1
F4I096	MED13
Q9LM92	SMD3B
Q04499	slgA
Q8RXK8	OVA2
Q9MA74	SDC
Q6IV68	Fancd2
Q75HP9	Os05g0428700
P20791	rab8B
P37367	pma1
P33656	sigA
P92555	At2g07697
P92555	AtMg01250
Q9M2Z1	BAM2
G5EFL0	gld-4
Q9QZH7	Fbxl20
B0T138	dnaK
Q8N1G1	REXO1
Q54LA1	eif5
B3H5K9	NEDD1
Q59HJ6	LONP1
P46883	tynA
Q8S9L6	CRK29
Q5XAK5	tkt
Q9ZSE4	PP2A
P61963	Dcaf7
Q942L2	PDIL2-2
O13834	ptr1
Q96CN4	EVI5L
Q9SMI3	RPS12
Q9LER0	At5g14770
O04630	THRRS
Q9R1T3	Ctsz
Q19469	sad-1
Q9LYS2	ABCC10
Q9CA68	At1g74460
A9NEU7	rlmN
A8FFD3	grpE
Q54X82	ap1b1
Q52353	terZ
O81832	At4g27290
P42524	cycB
F4JEP5	MSH5
Q9H501	ESF1
Q40677	ALDP
A4GSN8	NUA
Q9C928	BRIX1-2
Q9CAN5	At1g63080
P37302	APE3
Q0DG35	Os05g0555600
P93844	PLD2
P43395	ATPB
P23883	puuC
Q5W7F2	AGD3
Q93ZH9	HHP1
O64761	PIGC
O04196	ISA1
Q9M8Z7	UGT80A2
P54672	apm2
Q6ICX4	At1g43190
Q7XBY6	PYL10
Q8LEA0	LPXK
Q6Z2T6	CHLP
Q9LGE3	RAA1
O48901	POLD1
Q9FJH6	ABCF1
P16394	HSP70
O62431	qars-1
Q8W033	ALDH3I1
Q7K2G1	Rpn13
P42322	CNB1
Q94KU1	pgdC
Q7X9V2	PIE1
Q9UBV7	B4GALT7
F4JRR5	TTL
Q5T890	ERCC6L2
F4KFM8	At5g17165
Q61941	Nnt
Q02486	ABF2
Q66L17	hddc2
Q7XPY2	Os04g0656100
P39940	RSP5
Q9C6W5	ABCG14
Q7XUN2	MADS17
A1A697	HK5
Q6P798	Rcbtb2
Q7Y0S0	URED
Q8T6B7	abcF2
Q9FJL0	SMC4
O82259	NET3C
P0CV72	RXLR161
Q6Z4T5	Os08g0175300
F4JNX2	P85
P51182	pyk
A0A1D6GDY8	RH3A
Q9JLJ4	Elovl2
Q9BW91	NUDT9
P0DJ23	RPL34
Q8L7F7	NUP62
P55004	PHYE
Q00772	SLT2
Q9M2R0	FTIP3
Q9XIP2	OTU6
O35593	Psmd14
Q6Q4H1	PSR
Q10LH0	DVR
Q9SCP4	At3g53170
B8I8F5	clpP
Q8C7V3	Utp15
Q9MBA2	MIND1
Q42560	ACO1
Q08186	RBCS6
Q5DM57	IFT172
P08679	CIT2
Q6E6S7	AP1
Q9SUU7	PCMP-H63
Q9M8Y0	SEC
P28345	acu-9
Q9FND7	PCMP-H14
Q58G01	BHLH155
Q8VYB2	UKL3
Q42556	AHA9
Q4R7D0	AAR2
Q8RWY1	ALKBH8
Q8GUI4	At1g61900
G5EB89	kapA
Q8U308	ridA
Q7X993	TGA2.1
Q9U9A3	ppp6c
Q9SEU4	SCL33
Q09FZ6	ndhD
Q1K9C2	sir1
Q9C5M0	DTC
Q40832	TUBA2
Q9BXC9	BBS2
Q9XIK3	ISCA
Q9BWV7	TTLL2
P46967	dad1
Q9D968	Hcfc2
Q9FIK7	ACCT1
Q9XF88	LHCB4.2
Q40687	RGB1
Q9VUK8	GlyRS
Q9LUT0	CARK1
Q8N3S3	PHTF2
Q8NC42	RNF149
P0C5C9	Os07g0638300
P51829	Adcy7
Q6Z2M9	CPK4
Q1G3Q4	RITF1
Q8RY60	CBSDUF7
Q9QYT7	Pigq
Q9ASR1	LOS1
F4JCC1	PRP40B
Q6ES10	HATB
Q9LK27	GTE8
Q8GWA9	At2g17033
Q9M1W7	SKIP30
P38650	Dync1h1
P15395	trpE(G)
Q96PE3	INPP4A
P97562	Acox2
Q9C811	NUP160
Q8LBQ7	ERF034
Q9LP45	RPN6
Q5ZBH5	Os01g0618400
P42736	RAP2-3
Q6C0Y0	COF1
Q9BPU3	kif2
Q86AD7	DDB_G0271550
A9ILJ7	truA
Q54VX4	mcfJ
Q9FSB7	CHS3
Q9P4D3	TPS2
P20444	Prkca
Q8WZM0	GCN5
Q9FX21	STT3B
Q56ZQ3	VSR4
O18640	Rack1
Q8YTC2	alr2800
Q501D5	ETG1
Q9UM54	MYO6
Q8RWY6	CLASP
Q0WRJ2	TSC10A
A1A6H3	RBSK
Q9UTI3	ard1
A0A0G2KIZ8	dnai3
Q2KHU3	EXOSC8
Q93Y06	At5g67200
Q84WV9	QCT
Q8N9R8	SCAI
Q9LNC5	CLO
Q9V8W3	Rep
O13842	cda1
Q9FZ87	GH3.17
O88563	Abcc3
Q9LZ66	SIR
Q963B6	RpL10A
Q8RWJ7	SHH2
Q9LJM4	IKU2
Q8LPH6	MYB86
Q0DH40	CYCB1-5
P28706	rad13
Q6DFF4	ints9
Q5HIU0	SACOL0426
Q9SJG6	PCMP-E75
Q94CK9	LRP1
Q9LZM4	WAKL20
B9DHT4	ARIA
Q12874	SF3A3
O54774	Ap3d1
P33216	mtlK
Q9FT69	RECQSIM
Q54ZP5	DDB_G0277533
Q9ZU32	QPT
Q15428	SF3A2
Q9Y282	ERGIC3
Q0WSN2	DAR2
Q60TI7	cdo-1
Q01484	ANK2
P14226	PSBO
Q9MA55	ACBP4
Q9ZUL3	IDD5
Q6DIP5	eml4
Q9SCY3	PNSL4
O15736	tipD
Q5SVR0	Tbc1d9b
Q8W4F0	DAR1
Q38741	SBP1
F4KIB2	TMN8
P23993	PSAL
P43254	COP1
Q05627	Cbei_0202
P41035	EIF2S2
Q9LKW9	NHX7
Q15042	RAB3GAP1
Q6AVI1	GIF1
Q9QWR8	Naga
F4HW51	ATRX
Q0WPK3	ATG18D
Q8SAB7	SPK1
Q8W3F9	CSLD1
Q9LZS7	At5g03610
Q9MA83	RLP30
Q7ZWM4	ass1
Q9FXI9	At1g19940
Q8L5Y6	CAND1
A0A1C7E424	mdrP
Q93W20	NIFU2
A7MBU6	tdo2a
P49657	mnb
Q9ZQR5	TBL13
Q5HZH2	Tsr3
Q9USR3	stt4
P62150	calm1
Q5XG71	Utp20
Q1KKV8	mfsd5
B6TNK6	MOCS3-1
Q9LHN9	IQM2
Q945U1	RPS15
Q56XI1	PCMP-H18
Q6F6A2	PHR
Q9LF64	ATL52
O15530	PDPK1
Q76EJ0	DL
Q04512	hemA
Q56YN3	NADK1
Q16654	PDK4
Q09607	gst-36
F4JZW1	PBL13
Q54CI5	dph4
Q9DGM7	mvp
Q9ZPS7	TMN3
Q6R3K9	YSL2
P30041	PRDX6
Q4FTK9	gcvP
Q9LYD9	EMF1
Q9FLX7	At5g52840
P54604	yhcT
O04659	PCMP-E14
P40227	CCT6A
Q9FLZ9	PCMP-E16
Q94JQ4	RIDA
Q9SSD2	PRP8A
P00126	UQCRH
Q54BT3	abcB2
Q8S4F6	SQD2
P06810	cya-4
P36397	ARF1
A8HUA1	CFAP58
P41252	IARS1
P77234	ybeQ
P0C660	CBG00325
Q9Y7M5	mrpl10
Q80YE7	Dapk1
Q05BV3	EML5
O22874	EXPA8
Q54BK1	ggps1
P83777	IPP1
B9G8P1	KIN14P
P49396	RPS3A
Q8CFI7	Polr2b
Q9LTA2	AHL17
Q6L4I2	Os05g0212300
F1QCN0	gatd3
P18616	NRPB1
Q5XEZ1	HPGT3
Q940P8	CCT2
Q9SV13	1
Q9SV13	SULTR3
Q8W1X2	PK
Q9FPR3	EDR1
Q7GB25	ABCC5
Q38884	TIF3I1
Q90ZE4	psen2
Q9CA78	NMAT4
P37202	dis3
Q6FWE3	RPS29
B2CPI7	PT5
F4JY12	GFS12
Q9SZT8	ELI1
Q8LPT9	R1
Q60710	Samhd1
Q9FN02	PP7
P54885	PRO2
Q8L736	SKIP11
O43615	TIMM44
Q6BZD9	CHL1
Q9FNG8	At5g06400
Q9SY75	PCMP-E71
Q5Z6N9	TGAL3
Q6ZPF4	Fmnl3
P34811	fusA1
F4J3G5	CTPA3
Q96UR9	AOX1
A7S6A5	sdad1
P46436	GST1
Q9SJW0	PHL7
Q6IRB1	arpc2-b
Q5SQM0	Eml6
O82392	THIC
P52286	SKP1
O48780	KCS11
Q98II0	groES2
F4HRJ4	MAPKKK3
P0A9Y4	cspA
Q91437	CAD
A1L504	LMF2
Q9FF17	At5g38460
Q8LPR9	TIC110
Q851R2	MEL1
Q9FF66	UBC22
Q5RFI8	PGM2
Q9C5S1	MKP1
Q99424	ACOX2
F4IFN6	POL2B
Q9ESX5	Dkc1
Q96533	ADH2
A8JFU2	CFAP65
Q9LV27	LST8-1
O49289	RH29
Q93W93	At1g55270
Q9W7F2	wdr1-a
P60300	CLC-G
Q9I7T7	Larp4B
O60094	pol5
Q10332	SPBC582.10c
Q9VK45	mTor
Q9ZP54	PARP1
Q54YW1	elmoA
Q9SYX2	SPA1
Q0E3M2	G1L1
Q1ZXQ5	DDB_G0294553
Q9CAF5	ABCI6
E9Q743	Cfap251
M1CZC0	EBP1
Q84T03	Os03g0802700
Q6H8D6	Os02g0209000
Q9FJ87	DTX50
Q9FMP3	PYD2
Q08BA4	slc38a9
Q23696	RPA1
Q8BKU8	Tmem87b
Q9ZW82	PRN2
Q8W206	CSN6A
Q8L7M4	SDN5
Q9CAG8	At1g67480
Q10Q99	FH8
Q2XU92	Acsbg2
Q9FX32	SUS6
Q9Y893	MET7
Q9FLP0	MAP65-1
Q42395	FCPA
Q42395	FCPB
Q9C9V6	At1g67900
Q5T9A4	ATAD3B
Q07551	YDL124W
Q54FB7	xdh
O48534	BRR2B
Q9FN04	AAP4
P08715	hlyA
Q9ZPN9	TUBB2
B9FMJ3	KIN13A
Q28Q15	rplU
Q7S6S4	un-4
P26988	GPDA
Q6FYA7	EFT1
Q9FL54	ATJ6
F4KBW6	NUP205
Q4UDU8	TA12105
Q8RWH8	At5g11960
Q41874	TUBG3
Q6NUB3	slc22a15
Q9FLB0	RH18
B6YST1	mvk
Q19825	rars-1
Q8GUK6	PIS2
Q945P8	LSM1A
P34887	CYP
Q9SCN0	STL2
Q9BVS4	RIOK2
Q28BX9	c2cd5
Q9ULJ7	ANKRD50
Q9C977	At1g80270
Q5R1W4	TUBA1B
B1H3D5	endou
P57720	EMB1144
Q9ZV53	ATL49
Q9SPE6	ASNAP2
Q0QEP2	ATP5F1B
Q01781	SAHH
Q9M6A7	CLV1B
Q07076	Anxa7
P12344	GOT2
Q940Y1	ORP2A
Q9JID6	ACSL1
Q8LF05	RBL19
Q6TEP1	fam91a1
O23255	SAHH1
Q9FFT9	RH32
O14249	SPAC6G10.03c
Q9LS40	ASPG1
Q9UTM4	cct5
P29691	eef-2
A6MMQ1	ycf2-A
A6MMQ1	ycf2-B
F6Z5C0	usp15
Q8GYT8	SOK3
Q9LU46	RH35
Q8X225	dim-5
Q10LP5	SUS4
Q40255	FIS1
Q9C8L4	GLY3
Q9S4D5	tylF
Q9LSI9	BIR2
O22060	SPS1
Q6AWW5	At5g02620
Q9SAH3	At1g80870
Q0BQE8	atpD
Q9CAM8	At1g63150
Q5ZHW4	RAB5B
Q1HKZ5	Map3k13
Q8LB08	ER-ANT1
P42824	LDJ2
Q10051	prp-19
Q94ID3	IPT1
F4K956	A70
Q91XQ0	Dnah8
Q8GT75	NIP1
Q55DV9	cysA
P32871	PIK3CA
Q54I36	pyk3
Q8RWS8	EMB2654
Q9DBC0	Selenoo
Q13619	CUL4A
A8WXF6	unc-43
Q8RWS4	ENP1
O77229	catA
Q9M643	CPI1
Q3SYV4	CAP1
Q84MA1	NOP2C
Q8ELI2	fda
Q22682	glt-4
Q5XPJ9	SCAR2
Q2QM96	HOX33
Q2R2B1	STLP5
Q9C5J9	LIP1
Q5RGJ8	gnptab
Q9SUC9	At4g28100
P00125	CYC1
O22609	DEGP1
B4M375	GJ19011
Q9FGL5	CEPR1
Q0KBC7	ltnD
Q9SY02	PCMP-H24
P11009	CKMT2
Q9FG37	GCP3
Q57720	MJ0272
Q9UA41	cypD
Q6F6B5	ARC3
P0AGG2	tesB
P54703	dicA
Q6P5L8	hsdl2
Q54F44	noxC
Q9SFB8	PIP5K6
Q54Y55	shkC
Q09179	gln1
Q9M3B8	PHIP1
Q8VZS6	GIP1
A9SV60	TOC126
Q9C5D2	FBL4
P46969	RPE1
Q6FQI1	INO1
Q8GU82	ABCG45
Q92887	ABCC2
A0A078IS66	TIC32A
P50830	yprA
Q8GWG6	At1g60995
P39023	RPL3
Q5BFH3	rat1
Q9M9Y5	GAUT6
B7ZNG0	Kif7
Q8NK13	scon-3
P80576	aro-8
O75897	SULT1C4
Q32KV6	SIL1
Q9M9X9	At1g06710
Q6NQ79	ARID4
Q54P77	4cl1
Q9M324	BSK6
Q9AUR7	Os03g0711500
Q56Y85	MAP2B
P21375	OSM1
P37890	CBP1
P59999	Arpc4
Q9FKG3	PFK4
A6Q596	dapB
O31634	yjcL
P43935	HI_0077
Q9FEE2	TON2
Q9FYC2	PAO
Q40541	NPK1
P49642	PRIM1
B2VDG5	rlmI
Q54QQ0	impdh
Q9XEA1	OSCA1
O74633	acr-2
Q9LYC7	OTU5
Q28728	SLC5A11
Q7KMJ6	nito
O23674	PKSA
Q9LRZ3	APUM24
Q9FHM0	YLS7
Q9Y6E0	STK24
Q93ZY2	ROPGEF1
B9LIK3	pdxS
P29766	RPL8
Q9NFN6	gcs-1
Q8LLE5	FPP
O80919	TBL34
Q3UZV7	Elapor2
Q93ZG9	FKBP53
O88697	Stk16
Q9LYK7	PES
Q9UGH3	SLC23A2
Q9YH06	HMGB1
Q7XHR2	CBT
P62944	Ap2b1
Q3E6Q1	PCMP-H40
Q3TYU2	Atp13a5
Q8L868	At1g32860
C0LGR6	At4g29180
Q8MXJ9	pst-1
A1SQW3	hslU
Q6SYB9	SAMS2
Q76C99	Rf1
P27968	NAR-7
A1XQU3	RPL14
Q43033	CYP73A10
Q9FL12	DEGP9
Q0QEL7	CS
Q2QMW0	CTU2
Q6E7H0	ORC3
Q96P44	COL21A1
A3AVH5	Os04g0510400
P15722	LAT59
Q6L8G1	IRT2
Q6XAT2	ERL2
F4K4R6	GEX2
Q8H151	AAE13
Q9FVN0	AMT1-3
Q9LUM0	FAB1B
Q38814	THI1
Q8LGG8	At3g01520
Q09473	erd-2.2
Q9D8W5	Psmd12
Q8LPK0	ABCA8
Q5PQL4	Clp1
Q9LZA5	NMAT3
Q9S2U8	lgt1
B8NLM9	artA
Q54Q31	phbB
Q6K1C4	CAX3
Q9VR91	HERC2
Q29EP6	syd
Q9URT8	rpl3402
O34918	yoaJ
Q9C5P7	SEC1A
Q84Z01	CSLC10
P93411	Os09g0504400
Q9NKW1	mfeA
Q9XF43	CUT1
Q9EPE9	Atp13a1
Q7XQ12	AMT1-1
O82178	At2g35130
Q9SXA1	PI4KA1
Q3M4K7	acyP
Q8UVY2	brix1
O82796	PSP
A9M1P7	gcvP
P37276	Dhc64C
Q8BU30	Iars1
Q9SV20	At4g31490
Q2QPW1	GK1
Q67Z52	TFCB
Q0WP85	At2g13420
Q9VAF0	Zip99C
Q9SUF9	PCMP-E100
P52423	PUR3
P41056	RPL33B
Q13237	PRKG2
Q4PE39	SEC23
Q9LJX4	APUM5
Q8GRU6	HAR1
Q9AWL7	GI
Q45223	hbdA
P69781	GATA12
Q78P75	Dynll2
Q8W4I4	POT6
Q9LLB0	AOS2
Q60520	Sin3a
O05389	yrbE
Q9SA34	At1g16350
O80513	CYCU4-1
Q9SJM3	KIPK2
Q6ED65	Eml5
Q9SVL0	ZHD7
Q15393	SF3B3
Q9LZJ5	ABCC14
Q84WS8	SNRNP25
B0UEX5	pnp
Q9C9Q8	QUA2
B9EY52	KIN13B
B9N843	POPTR_0018s14250g
E8MF10	lnpD
Q9W7I5	RBBP4
Q9LTB2	MMT1
Q9FK47	MYR1
Q04ZJ8	rpsO
Q5R660	SEC63
Q5ZJH9	DKC1
P19626	mlc-2
P16423	pol
Q9FL42	ATL69
Q8LKW0	TERT
Q08069	RPS8
Q8WYR4	RSPH1
Q86FP7	RpS23
Q9C5D0	CBSX2
O07834	dapb1
Q6R0C4	MYB52
Q9SAJ3	FTSH12
Q94AN2	CHER1
Q24524	sn
O75366	AVIL
Q9SUT2	PER39
F4K2K3	GNL2
Q8W585	FTSH8
P46298	RPS13
Q9C950	VIP5
Q9ZNS0	PLT3
Q6PGG2	Gmip
Q43191	LOX1.5
Q41247	BTG-26
Q96DM3	RMC1
P62282	Rps11
Q8GU88	ABCG39
Q10G81	MSI1
O82768	HISN2
Q4KM37	Cep41
Q9SU24	ORC1B
Q8SWU7	CG1354
Q32L92	CNN3
Q58DA6	SLC35A2
Q9Z2I8	Suclg2
Q5U430	Ubr3
Q9RA11	selO
Q9ZVI6	At2g38640
Q3Y8L7	DAW1
P79110	SLC25A1
Q6H500	RISBZ4
Q9C5X8	ABA3
Q9M076	PFK6
Q8IZ02	LRRC34
A0A067XH53	DAHP1
P67884	RPL30
Q96T58	SPEN
Q8NI36	WDR36
Q9XIQ7	At1g64890
Q9ZRZ8	RH28
Q9FFZ4	TBL9
Q9NZS9	BFAR
Q9JLI7	Spag6
Q8LGG0	FKBP12
Q9SV05	At3g51990
Q9LN01	PCMP-H12
P0C899	PCMP-H77
Q84WK5	GID8
Q03720	slo
P0C2F6	At1g65750
Q6PBJ2	cfap20
P63221	RPS21
B2IY96	metXA
Q8LG88	TDT
Q148F3	ARSK
Q42577	At5g11770
O65155	KELP
Q9SEE5	GAL1
P0CE10	At4g01020
P70685	GAPDH
Q5R1S9	CHAF1B
Q8RWS9	CNGC5
P87057	nhp6
P29185	CPN60I
Q0WTI8	ATJ72
Q53WK1	GINT1
Q0JLE4	KIN8A
Q6H601	Os09g0383400
Q2KIG2	WDR5
Q9FXM3	RFC2
P13020	Gsn
Q500V5	AGDP1
Q8CSA7	alaS
Q9MA15	ABC1K3
Q9LDR4	FK
Q9SKR2	SYT1
Q0WVV0	At1g10910
F4KFG5	TPPI
Q767L0	ABCF1
P55205	Gucy2g
O60041	CMD1
P27773	Pdia3
Q93WJ9	KAN1
Q9LT78	RD21C
Q9FGH4	At5g58480
Q6H7J5	RPA2B
P25166	EFAA
Q38951	PP2AA3
Q5XEM9	AL5
Q9N3F0	Y54E10A.10
Q10LJ0	ABH1
P42795	RPL11A
Q9SEI3	RPT4A
Q0JBP5	LOGL6
Q9STP8	ACBP2
Q9LUJ2	PCMP-H56
P07872	Acox1
Q8MJ44	PRKACA
Q9LKG7	UGP
O42832	spb1
Q94BQ2	RPT6B
O22715	AP1M2
Q8UVC1	invs
Q7QG73	alpha-Adaptin
Q5NBI2	ARP6
Q54HL6	csn2
P92978	ARAC11
F4HWL3	RLP4
Q9C7S7	AERO1
Q8GRL7	TFCE
Q6C169	RPS6
Q54I71	aarA
Q6YZE8	SPL16
P73056	slr1846
B9G3M6	KIN7I
Q8GXD9	SCO3
P23593	Apod
Q8VXB1	HAK12
Q55BA0	DDB_G0271402
P46822	klc-2
Q6YW46	Os02g0220500
Q9XID5	PSI1
P48767	SLC8A1
Q921Y2	Imp3
Q8LD98	NHL6
